"Time","Max_Temperature","FanMode_User_1","FanMode_User_2","FanMode_User_3","FanMode_User_4","FanMode_User_5","FanMode_User_6","FanMode_User_7","FanMode_User_8","FanMode_User_9","FanMode_User_10","FanMode_User_11","FanMode_User_12","FanMode_User_13","FanMode_User_14","FanMode_User_15","FanMode_User_16"
8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,28,2,1,1,NA,1,3,2,3,1,0,NA,0,4,4,0,4
11,28,2,NA,1,1,1,3,2,3,1,0,NA,0,4,NA,0,4
12,25,2,NA,NA,NA,2,NA,1,NA,0,0,NA,0,3,1,1,1
13,25,NA,0,NA,NA,NA,2,NA,0,0,NA,NA,0,NA,1,1,1
14,27.5,2,1,NA,1,NA,3,NA,3,2,0,1,NA,4,4,NA,4
15,28,2,NA,1,1,1,3,NA,NA,1,0,1,NA,NA,4,NA,NA
16,28,2,1,1,1,1,3,2,3,1,0,1,0,4,NA,0,4
17,28,2,1,1,1,1,3,NA,3,1,NA,NA,NA,4,4,0,NA
18,25,NA,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,3,NA,1,NA
19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
